translation,reference,source,translation_clean,reference_clean,source_clean
 Find the movie times on Bowtie Cinemas.,Find movie times at Bow Tie Cinemas.,Encontre os horários dos filmes no Bow Tie Cinemas., find the movie times on bowtie cinemas ,find movie times at bow tie cinemas ,encontre os horários dos filmes no bow tie cinemas 
 I myself did not hear any of this.,I didn't hear any of that.,Eu mesmo não ouvi nada disso., i myself did not hear any of this ,i didn t hear any of that ,eu mesmo não ouvi nada disso 
 Don't organize everything that is difficult to do.,Don't organize what is difficult to do.,Não organize tudo o que é difícil de fazer., don t organize everything that is difficult to do ,don t organize what is difficult to do ,não organize tudo o que é difícil de fazer 
 Nobody knows that.,No one knows that.,Ninguém sabe disso, nobody knows that ,no one knows that ,ninguém sabe disso
 I have searched the whole city trying to find you.,I've been looking all over the city trying to find you.,Eu tenho procurado por toda a cidade tentando encontrar você., i have searched the whole city trying to find you ,i ve been looking all over the city trying to find you ,eu tenho procurado por toda a cidade tentando encontrar você 
 Man who works on the scaffolding in construction site,A man is working on scaffolding at the construction workplace.,Homem que trabalha no andaime no local de trabalho da construção., man who works on the scaffolding in construction site,a man is working on scaffolding at the construction workplace ,homem que trabalha no andaime no local de trabalho da construção 
 We ordered a pizza,Did we order a pizza?,Nós pedimos uma pizza?, we ordered a pizza,did we order a pizza ,nós pedimos uma pizza 
" Mother of mother and daughter, copper plate",As mother as daughter.,"Mãe de mãe e filha, prato de cobre.", mother of mother and daughter copper plate,as mother as daughter ,mãe de mãe e filha prato de cobre 
 A racing car driver is holding a trophy.,A race car driver is holding a trophy.,Um motorista de carro de corrida está segurando um troféu., a racing car driver is holding a trophy ,a race car driver is holding a trophy ,um motorista de carro de corrida está segurando um troféu 
" According to the signal, no parking today because of the filming of the movie.",According to the signal? No parking today because of the shooting of the film.,De acordo com o sinal? sem estacionamento hoje por causa da filmagem do filme., according to the signal no parking today because of the filming of the movie ,according to the signal no parking today because of the shooting of the film ,de acordo com o sinal sem estacionamento hoje por causa da filmagem do filme 
 A man in uniform carrying a bush,A man in uniform is carrying a bush.,Um homem de uniforme carregando um arbusto., a man in uniform carrying a bush,a man in uniform is carrying a bush ,um homem de uniforme carregando um arbusto 
 There are five boys spinning on a merry-go-round,There are five boys spinning around in a merry-go-round.,Há cinco meninos girando em um merrygoround., there are five boys spinning on a merry go round,there are five boys spinning around in a merry go round ,há cinco meninos girando em um merrygoround 
 Employment Service of Taipei City,Taipei City’s Employment Service.,Serviço de Emprego da Cidade de Taipei, employment service of taipei city,taipei city s employment service ,serviço de emprego da cidade de taipei
 The gossip is over. Open the honor.,"The gossip is over, forget your honor!","A fofoca está terminada, abra a honra!", the gossip is over open the honor ,the gossip is over forget your honor ,a fofoca está terminada abra a honra 
 This is a boy and his father playing a board game.,These are a boy and his father playing a board game.,Este é um menino e seu pai jogando um jogo de tabuleiro., this is a boy and his father playing a board game ,these are a boy and his father playing a board game ,este é um menino e seu pai jogando um jogo de tabuleiro 
 Although it is not concluded,Although it's not completed.,Embora não seja concluído, although it is not concluded,although it s not completed ,embora não seja concluído
 It seems that she can keep Katia at the tip of her toes.,It looks like she kept Kathy on tiptoe.,Parece que ela pode manter Kathy na ponta dos pés., it seems that she can keep katia at the tip of her toes ,it looks like she kept kathy on tiptoe ,parece que ela pode manter kathy na ponta dos pés 
 A young couple in formal suits.,Young couple in formalwear holding hands.,Casal jovem em trajes formais de mãos dadas, a young couple in formal suits ,young couple in formalwear holding hands ,casal jovem em trajes formais de mãos dadas
" How will be the time? 23rd in the city of valor This is a project, right?",How will be the weather? Up to twenty-three.,Como vai ser o tempo? o vigésimo terceiro na cidade de Valor, how will be the time 23rd in the city of valor this is a project right ,how will be the weather up to twenty three ,como vai ser o tempo o vigésimo terceiro na cidade de valor
 A child playing on a red scooter,A child playing on a red scooter.,Uma criança brincando em uma scooter vermelha., a child playing on a red scooter,a child playing on a red scooter ,uma criança brincando em uma scooter vermelha 
 You need to find the book called Hollywood Connection,Need to find a book named Hollywood Connection.,Precisa encontrar o livro chamado Hollywood Connection, you need to find the book called hollywood connection,need to find a book named hollywood connection ,precisa encontrar o livro chamado hollywood connection
 The oldest girl is laughing and holding the youngest girl out.,The older girl is laughing and holding the younger girl outside.,A menina mais velha está rindo e segurando a menina mais nova fora, the oldest girl is laughing and holding the youngest girl out ,the older girl is laughing and holding the younger girl outside ,a menina mais velha está rindo e segurando a menina mais nova fora
 A list of names is carved around the base.,A list of names is being carved around the base.,Uma lista de nomes é esculpida em torno da base., a list of names is carved around the base ,a list of names is being carved around the base ,uma lista de nomes é esculpida em torno da base 
 Where is the old goat?,Where's the old goat?,Onde está a cabra velha?, where is the old goat ,where s the old goat ,onde está a cabra velha 
 From there he could see Africa at a distance.,From there? He could see Africa at a distance.,"De lá,? ele pôde ver a África à distância.", from there he could see africa at a distance ,from there he could see africa at a distance ,de lá ele pôde ver a áfrica à distância 
