translation,reference,source,translation_clean,reference_clean,source_clean
 Serviço de emprego da cidade de Taipei.,Taipei City’s Employment Service.,Serviço de Emprego da Cidade de Taipei, serviço de emprego da cidade de taipei ,taipei city s employment service ,serviço de emprego da cidade de taipei
 A fofoca está terminada. Abra a honra.,"The gossip is over, forget your honor!","A fofoca está terminada, abra a honra!", a fofoca está terminada abra a honra ,the gossip is over forget your honor ,a fofoca está terminada abra a honra 
 Este é o menino e seu pai jogando um jogo de tabuleiro.,These are a boy and his father playing a board game.,Este é um menino e seu pai jogando um jogo de tabuleiro., este é o menino e seu pai jogando um jogo de tabuleiro ,these are a boy and his father playing a board game ,este é um menino e seu pai jogando um jogo de tabuleiro 
 Embora não seja concluído,Although it's not completed.,Embora não seja concluído, embora não seja concluído,although it s not completed ,embora não seja concluído
 Parece que ela pode manter Kati na ponta dos pés.,It looks like she kept Kathy on tiptoe.,Parece que ela pode manter Kathy na ponta dos pés., parece que ela pode manter kati na ponta dos pés ,it looks like she kept kathy on tiptoe ,parece que ela pode manter kathy na ponta dos pés 
 CASAL JOVEM TRAJES FORMAIS DE MÃOZADAS,Young couple in formalwear holding hands.,Casal jovem em trajes formais de mãos dadas, casal jovem trajes formais de mãozadas,young couple in formalwear holding hands ,casal jovem em trajes formais de mãos dadas
 Como vai ser o tempo? O 23º na cidade de Valor.,How will be the weather? Up to twenty-three.,Como vai ser o tempo? o vigésimo terceiro na cidade de Valor, como vai ser o tempo o 23o na cidade de valor ,how will be the weather up to twenty three ,como vai ser o tempo o vigésimo terceiro na cidade de valor
 Uma criança brincando em uma scooter vermelha.,A child playing on a red scooter.,Uma criança brincando em uma scooter vermelha., uma criança brincando em uma scooter vermelha ,a child playing on a red scooter ,uma criança brincando em uma scooter vermelha 
 Preciso encontrar um livro chamado Hollywood Connection,Need to find a book named Hollywood Connection.,Precisa encontrar o livro chamado Hollywood Connection, preciso encontrar um livro chamado hollywood connection,need to find a book named hollywood connection ,precisa encontrar o livro chamado hollywood connection
 A menina mais velha está rindo e segurando a menina mais nova fora.,The older girl is laughing and holding the younger girl outside.,A menina mais velha está rindo e segurando a menina mais nova fora, a menina mais velha está rindo e segurando a menina mais nova fora ,the older girl is laughing and holding the younger girl outside ,a menina mais velha está rindo e segurando a menina mais nova fora
 Uma lista de nomes é esculpida em torno da base.,A list of names is being carved around the base.,Uma lista de nomes é esculpida em torno da base., uma lista de nomes é esculpida em torno da base ,a list of names is being carved around the base ,uma lista de nomes é esculpida em torno da base 
 Onde está a cabra velha?,Where's the old goat?,Onde está a cabra velha?, onde está a cabra velha ,where s the old goat ,onde está a cabra velha 
" De lá, ele pôde ver a África à distância.",From there? He could see Africa at a distance.,"De lá,? ele pôde ver a África à distância.", de lá ele pôde ver a áfrica à distância ,from there he could see africa at a distance ,de lá ele pôde ver a áfrica à distância 
 Dois meninos pequenos jogam em um carrinho de compras em um estacionamento.,Two small boys play inside of a shopping cart in a parking lot.,Dois meninos pequenos jogam em um carrinho de compras em um estacionamento., dois meninos pequenos jogam em um carrinho de compras em um estacionamento ,two small boys play inside of a shopping cart in a parking lot ,dois meninos pequenos jogam em um carrinho de compras em um estacionamento 
 Nós não temos que desistir do nosso clube.,We don't have to give up on our club.,Nós não temos que desistir do nosso clube., nós não temos que desistir do nosso clube ,we don t have to give up on our club ,nós não temos que desistir do nosso clube 
 Todos eles se reuniram em Manchester.,They all met in Manchester.,Todos eles se reuniram em Manchester., todos eles se reuniram em manchester ,they all met in manchester ,todos eles se reuniram em manchester 
 Nós vamos levá-la para o meu escritório particular.,We will take you to my private office.,Nós vamos levá-la para o meu escritório particular., nós vamos levá la para o meu escritório particular ,we will take you to my private office ,nós vamos levá la para o meu escritório particular 
 Uma sombra que deixa medo em seu coração,A shadow that brings fear in your heart.,uma sombra que deixa medo em seu coração, uma sombra que deixa medo em seu coração,a shadow that brings fear in your heart ,uma sombra que deixa medo em seu coração
 O aflito era aparente.,The affliction was apparent.,O aflito era aparente., o aflito era aparente ,the affliction was apparent ,o aflito era aparente 
 NÃO FICI TÉCNICO EM UM MOMENTO COMO ESTE,Don't get technical at a time like this.,Não fique técnico em um momento como este., não fici técnico em um momento como este,don t get technical at a time like this ,não fique técnico em um momento como este 
 Temos que tirar esta mesa daqui.,We have to get this table out of here.,Temos que tirar essa mesa daqui., temos que tirar esta mesa daqui ,we have to get this table out of here ,temos que tirar essa mesa daqui 
" E, claro, não é muito personalizável.","And, of course.. it's actually not customizable.","E, claro,? não é muito personalizável.", e claro não é muito personalizável ,and of course it s actually not customizable ,e claro não é muito personalizável 
 A risada grosseira encheu a sala vazia.,The rude laugh filled the empty room.,A risada grosseira encheu a sala vazia., a risada grosseira encheu a sala vazia ,the rude laugh filled the empty room ,a risada grosseira encheu a sala vazia 
 Você está aqui um pouco cedo.,You came a bit early.,Você está aqui um pouco cedo., você está aqui um pouco cedo ,you came a bit early ,você está aqui um pouco cedo 
 Antony manteve-se ocupado contando pombos.,Anthony kept busy counting pigeons.,Anthony manteve-se ocupado contando pombos., antony manteve se ocupado contando pombos ,anthony kept busy counting pigeons ,anthony manteve se ocupado contando pombos 
 Eu corri para comprar ingressos.,I ran to buy tickets.,Eu corri para comprar ingressos., eu corri para comprar ingressos ,i ran to buy tickets ,eu corri para comprar ingressos 
 Segure a capa.,Hold the cover.,Segure a capa., segure a capa ,hold the cover ,segure a capa 
" Eles fizeram o garoto continuar cavando, mas ele não encontrou nada.","Did they keep the boy digging?, but he found nothing.","Eles fizeram o garoto continuar cavando?, mas ele não encontrou nada.", eles fizeram o garoto continuar cavando mas ele não encontrou nada ,did they keep the boy digging but he found nothing ,eles fizeram o garoto continuar cavando mas ele não encontrou nada 
 Nós precisamos de equipamentos do tipo.,We need equipment like that.,Nós precisamos de equipamentos do tipo., nós precisamos de equipamentos do tipo ,we need equipment like that ,nós precisamos de equipamentos do tipo 
 Cinco senhoras bonitas ouvindo um apresentador de talk show,Five beautiful ladies listening to a talk show host.,cinco senhoras bonitas ouvindo um apresentador de talk show., cinco senhoras bonitas ouvindo um apresentador de talk show,five beautiful ladies listening to a talk show host ,cinco senhoras bonitas ouvindo um apresentador de talk show 
 Você é o único que sobrou.,You're the only one left.,Você é o único que sobrou., você é o único que sobrou ,you re the only one left ,você é o único que sobrou 
 Eu já te disse...,I told you.,Eu já te disse., eu já te disse ,i told you ,eu já te disse 
 SALVADOR DA MANUFATURA TRADICIONAL,Savior of the traditional manufacturing.,Salvador da manufatura tradicional, salvador da manufatura tradicional,savior of the traditional manufacturing ,salvador da manufatura tradicional
" Qualquer um que que queira subir em uma árvore, começa abaixo, não no topo.","Anyone who wants to climb a tree starts from the bottom, not at the top.","Qualquer um que queira subir em uma árvore começa abaixo, não no topo.", qualquer um que que queira subir em uma árvore começa abaixo não no topo ,anyone who wants to climb a tree starts from the bottom not at the top ,qualquer um que queira subir em uma árvore começa abaixo não no topo 
 Ela quer ficar sozinha,She wants to be alone.,Ela quer ficar sozinha., ela quer ficar sozinha,she wants to be alone ,ela quer ficar sozinha 
 Ele estava mentindo e difícil de se mover.,He was lying and facing difficulty to move.,Ele estava mentindo e difícil de se mover., ele estava mentindo e difícil de se mover ,he was lying and facing difficulty to move ,ele estava mentindo e difícil de se mover 
 Dois homens que vestem chapéus andam por uma parede velha.,Two men wearing hats walk by an old wall.,Dois homens que vestem chapéus andam por uma parede velha., dois homens que vestem chapéus andam por uma parede velha ,two men wearing hats walk by an old wall ,dois homens que vestem chapéus andam por uma parede velha 
