,transcription,sentence,translation,transcription_clean,sentence_clean,translation_clean
301, Quem escreveu essa música?,Quem escreveu essa música?,Who wrote this song?, quem escreveu essa música ,quem escreveu essa música ,who wrote this song 
302, Vou escrever mais de devagar.,vou escrever mais devagar.,I will write more slowly., vou escrever mais de devagar ,vou escrever mais devagar ,i will write more slowly 
303, Existem dois delafios.,Existem dois desafios.,There are two challenges., existem dois delafios ,existem dois desafios ,there are two challenges 
304, O que vai fazer comigo?,O que vais fazer comigo?,What are you going to do with me?, o que vai fazer comigo ,o que vais fazer comigo ,what are you going to do with me 
305, Pessoas que trabalham florizinho com a minha de flor.,Pessoas que trabalham em flores em um carrinho de flor.,People that work with flowers in a flower cart., pessoas que trabalham florizinho com a minha de flor ,pessoas que trabalham em flores em um carrinho de flor ,people that work with flowers in a flower cart 
306, Eu definitivamente estou fora da prática escrevendo coisas também.,Eu definitivamente estou fora da prática escrevendo coisas? também.,Am I definitely out of practice for writing stuff? For sure., eu definitivamente estou fora da prática escrevendo coisas também ,eu definitivamente estou fora da prática escrevendo coisas também ,am i definitely out of practice for writing stuff for sure 
307, Um grupo de músicos masculinos toca instrumentos incluindo que está a imateria.,Um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria.,"A group of male musicians play instruments, including guitar and drums.", um grupo de músicos masculinos toca instrumentos incluindo que está a imateria ,um grupo de músicos masculinos toca instrumentos incluindo guitarra e bateria ,a group of male musicians play instruments including guitar and drums 
308," Não, eu ou Andes.",Como eu antes,As I was before., não eu ou andes ,como eu antes,as i was before 
309, Não dá isso que eu coma muito morangos.,Não deixe que ele coma muitos morangos.,Don't let him eat too many strawberries., não dá isso que eu coma muito morangos ,não deixe que ele coma muitos morangos ,don t let him eat too many strawberries 
310, O amor e acia que ficassem com as pessoas que amavam.,O amor exigia que ficassem com as pessoas que amavam.,Love demanded that they stay with the their loved ones., o amor e acia que ficassem com as pessoas que amavam ,o amor exigia que ficassem com as pessoas que amavam ,love demanded that they stay with the their loved ones 
311, Eu preciso de uma faca no novo oito.,Eu preciso de uma faca no meu rosto.,I need a knife on my face., eu preciso de uma faca no novo oito ,eu preciso de uma faca no meu rosto ,i need a knife on my face 
312, Você não quer que eu fique?,Você não quer que eu fique?,Do you want me to stay?, você não quer que eu fique ,você não quer que eu fique ,do you want me to stay 
313," Um cientista é uma bata de laboratório, está usando um microscopio.",Um cientista em uma bata de laboratório está usando um microscópio.,A scientist in a lab coat is using a microscope., um cientista é uma bata de laboratório está usando um microscopio ,um cientista em uma bata de laboratório está usando um microscópio ,a scientist in a lab coat is using a microscope 
314," Jovem de Blusa Branca, short Jesus com fridos, jugando tênis.",Jovem de blusa branca? shorts azuis compridos? jogando tênis.,A young man in a white shirt? Playing tennis wearing long blue shorts?, jovem de blusa branca short jesus com fridos jugando tênis ,jovem de blusa branca shorts azuis compridos jogando tênis ,a young man in a white shirt playing tennis wearing long blue shorts 
315, Eu tenho uma casa em lúzio.,Eu tenho uma casa em Luzhou.,I have a house in Luzhou., eu tenho uma casa em lúzio ,eu tenho uma casa em luzhou ,i have a house in luzhou 
316, talvez byleu você bland Zeit,Talvez você esteja sendo espancado.,Perhaps you are being beaten., talvez byleu você bland zeit,talvez você esteja sendo espancado ,perhaps you are being beaten 
317, Qualquer um pode fazer isso. Eu vi isso.,"Qualquer um pode fazer isso, ele disse.","Anyone can do that, he said.", qualquer um pode fazer isso eu vi isso ,qualquer um pode fazer isso ele disse ,anyone can do that he said 
318, Acho que eles perceberam que nada deveria ser feito no momento.,Acho que eles perceberam que nada deveria ser feito no momento.,I think they realized that nothing should be done at the moment., acho que eles perceberam que nada deveria ser feito no momento ,acho que eles perceberam que nada deveria ser feito no momento ,i think they realized that nothing should be done at the moment 
319, Comente peio enquanto usava um capacete.,Homem de pé enquanto usava um capacete.,A man standing while wearing a helmet., comente peio enquanto usava um capacete ,homem de pé enquanto usava um capacete ,a man standing while wearing a helmet 
320, poucas palavras e muitos atos.,Poucas palavras e muitos atos.,Few words and many actions., poucas palavras e muitos atos ,poucas palavras e muitos atos ,few words and many actions 
321, Não pare de ler esse livro por nada.,Não pare de ler esse livro por nada!,Don't stop reading this book for nothing!, não pare de ler esse livro por nada ,não pare de ler esse livro por nada ,don t stop reading this book for nothing 
322, Leitou e só presa saber o que faz.,O leitor só precisa saber o que faz.,The reader just needs to know what he does., leitou e só presa saber o que faz ,o leitor só precisa saber o que faz ,the reader just needs to know what he does 
323, Dois casais estão sentados em uma mesa de piqueníquia em um cenário de parque.,Dois casais estão sentados em uma mesa de piquenique em um cenário de parque.,Two couples are sitting at a picnic table in a park setting., dois casais estão sentados em uma mesa de piqueníquia em um cenário de parque ,dois casais estão sentados em uma mesa de piquenique em um cenário de parque ,two couples are sitting at a picnic table in a park setting 
324, Um jovem rapaz praticando artes marciais.,Um jovem rapaz praticando artes marciais.,A young boy practicing martial arts., um jovem rapaz praticando artes marciais ,um jovem rapaz praticando artes marciais ,a young boy practicing martial arts 
325, brevemente.,Brevemente,Coming soon., brevemente ,brevemente,coming soon 
326, Nord City está servindo a Taipei e usa o Correo Development Center.,North City está servindo a Taipei Youth Career Development Center,North City is providing the Taipei Youth Career Development Center., nord city está servindo a taipei e usa o correo development center ,north city está servindo a taipei youth career development center,north city is providing the taipei youth career development center 
327, Agora será com esperança.,Agora será com esperança.,Now it will be with hope., agora será com esperança ,agora será com esperança ,now it will be with hope 
328, Lembre-se que há um segundo ano fora.,Lembre-se que há um segundo ano fora,Remember that there is a second year., lembre se que há um segundo ano fora ,lembre se que há um segundo ano fora,remember that there is a second year 
329, Você é a maior pessoa da cidade.,Você é a maior pessoa da cidade!,You are the greatest person in town!, você é a maior pessoa da cidade ,você é a maior pessoa da cidade ,you are the greatest person in town 
330, Será mais ser humano de xida?,Será mais frio no Texas?,Will be colder in Texas?, será mais ser humano de xida ,será mais frio no texas ,will be colder in texas 
331, Você consegue se lembrar de alguma coisa?,Você consegue se lembrar de alguma coisa?,Can you remember anything?, você consegue se lembrar de alguma coisa ,você consegue se lembrar de alguma coisa ,can you remember anything 
332, O gato sentou-se na cerca.,O gato sentou-se na cerca.,The cat sat on the fence., o gato sentou se na cerca ,o gato sentou se na cerca ,the cat sat on the fence 
333, Tem a melhores alunos e ex-alunos.,Tenha melhores alunos e ex-alunos,Have the best students and the best alumni., tem a melhores alunos e ex alunos ,tenha melhores alunos e ex alunos,have the best students and the best alumni 
334, Os catalizadores possibilitam reações químicas em baixas temperaturas.,Os catalisadores possibilitam reações químicas em baixas temperaturas.,Catalysts enable chemical reactions at low temperatures., os catalizadores possibilitam reações químicas em baixas temperaturas ,os catalisadores possibilitam reações químicas em baixas temperaturas ,catalysts enable chemical reactions at low temperatures 
335, Eu sabia que você acordaria mais cedo ou mais tarde.,Eu sabia que você acordaria mais cedo ou mais tarde!,I knew you would wake up sooner or later!, eu sabia que você acordaria mais cedo ou mais tarde ,eu sabia que você acordaria mais cedo ou mais tarde ,i knew you would wake up sooner or later 
336, Você não é capaz disso.,Você não é capaz disto,You are not capable of that., você não é capaz disso ,você não é capaz disto,you are not capable of that 
337, Escanos com alimentadores automáticos e documentos realmente existem.,Scanners com alimentadores automáticos de documentos realmente existem.,Scanners with automatic document feeders do exist., escanos com alimentadores automáticos e documentos realmente existem ,scanners com alimentadores automáticos de documentos realmente existem ,scanners with automatic document feeders do exist 
